id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,route_path,client_id,assigned_to_police_id,citizen_accident_id,police_station,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_datetime,resolved_datetime,gba_identifier,zone,junction,start_hour,start_minute,start_dow,start_dow_name,start_month,start_week,is_weekend,time_of_day,is_peak_hour,is_office_return,time_slot,duration_minutes,creation_lag_minutes,is_public_holiday,holiday_name,is_ipl_day,is_public_event_day,days_to_next_holiday,is_pre_holiday,weather_condition,temperature_c,is_rain_event,is_fog_event,is_storm_event,weather_visibility_factor,geohash6,segment_length_km,is_segment_event,clearance_displacement_km,nearest_landmark,nearest_landmark_km,nearest_landmark_type,is_near_tech_hub,is_near_stadium,is_near_transit,is_near_major_landmark,hotspot_event_count,geo_total_events,reporter_avg_duration,reporter_event_count,reporter_avg_duration_shrunk,responder_corridor_avg_duration,vehicle_breakdown_freq,is_chronic_vehicle,has_citizen_corroboration,was_police_assigned,desc_has_rally,desc_has_match,desc_has_festival,desc_has_water,desc_has_tree,desc_has_accident,desc_has_power_failure,desc_has_construction,desc_has_vip,desc_has_traffic_slow,desc_has_bus,desc_has_heavy_vehicle,desc_in_kannada,veh_type_clean,lane_block_factor,is_hazmat_cargo,truck_age_tier,impact_score,impact_class,recommended_action,avoid_route_window
FKID004399,unplanned,12.9988243,77.5843343,0.0,0.0,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",,vehicle_breakdown,False,2023-11-10 04:46:45.989000+05:30,,closed,yes,,Due to breakdown,heavy_vehicle,FKN00GL2195,Bellary Road 1,High,,,,,1,,,Sadashivanagar,FKKG001236,,,,,,Bengaluru West Corporation,West Zone 2,MekhriCircle,4.0,46.0,4.0,Friday,11.0,45,0,night,0,0,19.0,,-3.5605252333333337,0,none,0,0,2,0,Foggy,20.5,0,1,0,0.5,tdr1vq,0.0,0,0.0,Chinnaswamy_Stadium,2.774,stadium,0,1,0,0,0,88,27.5,1.0,113.82663886572142,,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,heavy_vehicle,3.0,0,unknown,,Critical,NO_ACTION,Generally clear
FKID005768,unplanned,12.9361824,77.5344466,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, New D Souza Nagar, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",,vehicle_breakdown,False,2023-11-10 05:50:36.040000+05:30,,closed,no,,Traffic moment normal sir,bmtc_bus,FKN00GL2831,ORR West 1,High,,,,,1,,,Banashankari,FKKG000709,,,,,,Bengaluru West Corporation,West Zone 1,PES-DevegowdaCircle,5.0,50.0,4.0,Friday,11.0,45,0,early_morning,0,0,23.0,,-1.5197097333333334,0,none,0,0,2,0,Sunny,20.3,0,0,0,1.0,tdr1s6,0.0,0,0.0,KR_Market,5.316,market,0,0,0,0,0,5,34.8,2.0,107.84941896024463,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bmtc_bus,2.5,0,unknown,,Critical,NO_ACTION,Generally clear
FKID005769,unplanned,13.04547,77.5073579,0.0,0.0,"Hesaraghatta Main Road, Hesaragatta Cross Junction, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",,vehicle_breakdown,False,2023-11-10 05:59:20.840000+05:30,,closed,yes,,Eicher vehicle offroad due to starting problem towards city at h cross,heavy_vehicle,FKN00GL2832,Tumkur Road,High,,,,,1,,,Chikkabanavara,FKKG000093,,,,,,Bengaluru North Corporation,North Zone 2,HesaraghattaJunction,5.0,59.0,4.0,Friday,11.0,45,0,early_morning,0,0,23.0,,-1.2312536833333332,0,none,0,0,2,0,Rainy,20.1,1,0,0,0.7,tdr45w,0.0,0,0.0,Hebbal_Flyover,9.735,junction,0,0,0,0,0,48,23.1,1.0,113.42663886572142,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,heavy_vehicle,3.0,0,unknown,,Critical,NO_ACTION,Generally clear
FKID005770,unplanned,12.9576503,77.55271,0.0,0.0,"Mysore Road, Valmiki Nagar, Bengaluru, Karnataka. Pin-560026 (India)",,vehicle_breakdown,False,2023-11-10 06:01:14.562000+05:30,,closed,no,,"Back wheel puncher near tollgate [LOCATION] out going side sir, traffic slowly moving sir...",lcv,FKN00GL2833,Mysore Road,High,,,,,1,,,Chamarajpet,FKKG000049,,,,2023-11-10 06:30:36.722165+05:30,,Bengaluru Central Corporation,Central Zone 2,toll gate mysore road,6.0,1.0,4.0,Friday,11.0,45,0,early_morning,0,0,24.0,29.4,-2.1117284166666668,0,none,0,0,2,0,Rainy,21.6,1,0,0,0.7,tdr1sy,0.0,0,0.0,KR_Market,2.531,market,0,0,0,0,0,24,44.67999999999999,5.0,96.53286850152905,35.4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,lcv,1.5,0,unknown,0.258,Low,NO_ACTION,Generally clear
FKID005771,unplanned,12.9591732,77.6571489,0.0,0.0,"Old Airport Road, Ganesha Mandira Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",,others,False,2023-11-10 06:26:37.499000+05:30,,closed,yes,,Vehicle moments slove,,,Old Airport Road,High,,,,,1,,,Jeevanbheemanagar,FKKG000623,,,,2023-11-16 04:10:17.267416+05:30,,Bengaluru Central Corporation,Central Zone 1,ISRO Junction-Airport rd,6.0,26.0,4.0,Friday,11.0,45,0,early_morning,0,0,25.0,,-1.4005377,0,none,0,0,2,0,Sunny,26.6,0,0,0,1.0,tdr1xp,0.0,0,0.0,Indiranagar,2.777,commercial,0,0,0,0,0,21,122.7,1.0,122.48118432026689,122.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,1.0,0,unknown,,Critical,NO_ACTION,Generally clear
FKID005198,unplanned,13.0432983,77.6079367,0.0,0.0,"MBT Road, SNN Clermont, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",,vehicle_breakdown,False,2023-11-10 06:52:07.058000+05:30,,closed,yes,,Vehicle breakdown due to starting problem,lcv,FKN00GL2605,ORR North 1,High,,,,,1,,,Hebbala,FKKG000135,,,,2023-11-10 07:54:49.178832+05:30,,Bengaluru North Corporation,North Zone 1,HebbalFlyoverJunc,6.0,52.0,4.0,Friday,11.0,45,0,early_morning,0,0,27.0,62.7,-1.6545832833333334,0,none,0,0,2,0,Sunny,23.8,0,0,0,1.0,tdr4nn,0.0,0,0.0,Hebbal_Flyover,1.463,junction,0,0,0,0,0,54,51.57000000000001,10.0,87.01465137614679,51.57000000000001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lcv,1.5,0,unknown,0.4585,Low,NO_ACTION,Generally clear
FKID005772,unplanned,13.0141225,77.5660043,0.0,0.0,"Bharat Rathna Professor CN Rao Circle Underpass, CNR Rao Circle, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",,others,False,2023-11-10 07:03:08.127000+05:30,,closed,yes,,Slow movement k 08 to yeshwantpur,,,Tumkur Road,High,,,,,1,,,Sadashivanagar,FKKG000798,,,,2023-11-18 08:22:23.032540+05:30,,Bengaluru West Corporation,West Zone 2,TataInstituteCircle,7.0,3.0,4.0,Friday,11.0,45,0,morning_rush,1,0,28.0,,-1.2881436499999999,0,none,0,0,2,0,Sunny,20.3,0,0,0,1.0,tdr4j1,0.0,0,0.0,Hebbal_Flyover,4.12,junction,0,0,0,0,1,34,23.683333333333334,6.0,85.41831422018348,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,unknown,1.0,0,unknown,,Critical,NO_ACTION,Avoid 7-10am
FKID005773,unplanned,13.0141018,77.56591,0.0,0.0,"CV Raman Road, CNR Rao Circle, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",,others,False,2023-11-10 07:04:33.186000+05:30,,closed,yes,,K 08 to maramm slow movement,,,Tumkur Road,High,,,,,1,,,Sadashivanagar,FKKG000798,,,,2023-11-18 08:22:20.793390+05:30,,Bengaluru West Corporation,West Zone 2,TataInstituteCircle,7.0,4.0,4.0,Friday,11.0,45,0,morning_rush,1,0,28.0,,-0.8837199333333333,0,none,0,0,2,0,Sunny,21.8,0,0,0,1.0,tdr4j1,0.0,0,0.0,Hebbal_Flyover,4.13,junction,0,0,0,0,2,34,23.683333333333334,6.0,85.41831422018348,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,unknown,1.0,0,unknown,,Critical,NO_ACTION,Avoid 7-10am
FKID005774,unplanned,12.9446873,77.5972817,0.0,0.0,"14th Cross Road, Wilson Manor Apartment, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",,vehicle_breakdown,False,2023-11-10 07:12:30.011000+05:30,,closed,yes,,,heavy_vehicle,FKN00GL2834,Non-corridor,Low,,,,,1,,,Wilson Garden,FKKG000324,,,,,,Bengaluru Central Corporation,Central Zone 2,WilsonGarden12thCrossJunc,7.0,12.0,4.0,Friday,11.0,45,0,morning_rush,1,0,28.0,,-1.2657937333333333,0,none,0,0,2,0,Sunny,24.4,0,0,0,1.0,tdr1tu,0.0,0,0.0,Lalbagh_Garden,1.509,park,0,0,0,0,0,27,47.849999999999994,2.0,110.02441896024465,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,heavy_vehicle,3.0,0,unknown,,Critical,NO_ACTION,Avoid 7-10am
FKID004401,unplanned,12.9400211,77.7473129,0.0,0.0,"Varthur Main Road, Gandhi Circle, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",,road_conditions,False,2023-11-10 07:46:04.710000+05:30,,closed,yes,,Drain water coming to road varthur [PERSON] circle  more potholes traffic slow moving varthur ps towards Varthur varthur kodi. Nd varthur clg towards varthur ps sir,,,Non-corridor,Low,,,,,1,,,Whitefield,FKKG000244,,,,2024-02-24 03:13:56.883112+05:30,,Bengaluru East Corporation,East Zone 1,KundanahalliGateJunc,7.0,46.0,4.0,Friday,11.0,45,0,morning_rush,1,0,31.0,,-1.6069835166666666,0,none,0,0,2,0,Sunny,25.7,0,0,0,1.0,tdr395,0.0,0,0.0,Whitefield,3.323,tech_park,1,0,0,0,0,43,54.325,4.0,102.99235910878112,54.325,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,unknown,1.0,0,unknown,,Critical,NO_ACTION,Avoid 7-10am
FKID005775,unplanned,12.9533519,77.5421555,0.0,0.0,"Mysore Road, Iyannashetty Layout, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",,vehicle_breakdown,False,2023-11-10 08:43:04.389000+05:30,,closed,yes,,One side traffic slow moment,lcv,FKN00GL2022,Mysore Road,High,,,,,1,,,Byatarayanapura,FKKG001544,,,,2023-11-10 09:42:14.213518+05:30,,Bengaluru West Corporation,West Zone 2,SatteliteBusStandJunc,8.0,43.0,4.0,Friday,11.0,45,0,morning_rush,1,0,34.0,59.2,-3.17540265,0,none,0,0,2,0,Rainy,20.6,1,0,0,0.7,tdr1sw,0.0,0,0.0,KR_Market,3.755,market,0,0,0,0,0,114,59.2,1.0,116.70845704753961,59.2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,lcv,1.5,0,unknown,0.7273,Medium,MONITOR,Avoid 7-10am
FKID005777,unplanned,12.9775236,77.5854059,0.0,0.0,"Seshadri Road, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,accident,False,2023-11-10 08:44:19.546000+05:30,,closed,yes,,ಟಾಟಾ ಎಸಿ ಆಟೋಗೆ ಈ ಕಾರು [LOCATION] ಟಚ್ಚಾಗಿದ್ದು ಕಾರು ಸ್ಟಾರ್ಟಿಂಗ್ ಪ್ರಾಬ್ಲಮ್ ಆಗಿರುತ್ತದೆ,,,Non-corridor,Low,,,,,1,,,Cubbon Park,FKKG000779,,,,,,Bengaluru Central Corporation,Central Zone 2,K R Circle,8.0,44.0,4.0,Friday,11.0,45,0,morning_rush,1,0,34.0,,-2.9863971,0,none,0,0,2,0,Sunny,22.0,0,0,0,1.0,tdr1v6,0.0,0,0.0,Majestic_Bus_Stand,1.53,transit,0,0,1,0,0,46,59.4,2.0,111.94941896024464,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,unknown,1.0,0,unknown,,Critical,NO_ACTION,Avoid 7-10am
FKID005778,unplanned,13.0362686,77.5248329,0.0,0.0,"Mumbai Bengaluru Highway, Sri Muneshwara Industrial Estate, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,vehicle_breakdown,False,2023-11-10 08:51:00.257000+05:30,,closed,yes,,Peenya industries on flyover car off-road towards city traffic one side movement,private_car,FKN00GL2836,Tumkur Road,High,,,,,1,,,Peenya,FKKG000392,,,,2023-11-10 09:09:12.056361+05:30,,Bengaluru West Corporation,West Zone 1,PeenyaPoliceStation,8.0,51.0,4.0,Friday,11.0,45,0,morning_rush,1,0,35.0,18.2,-0.9503336,0,none,0,0,2,0,Sunny,24.8,0,0,0,1.0,tdr4hj,0.0,0,0.0,Hebbal_Flyover,7.785,junction,0,0,0,0,0,34,31.51923076923077,26.0,56.780361875637105,27.97,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,private_car,1.0,0,unknown,0.1242,Low,NO_ACTION,Avoid 7-10am
FKID005199,unplanned,13.033575,77.58831,0.0,0.0,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",,vehicle_breakdown,False,2023-11-10 09:04:33.419000+05:30,,closed,yes,,Starting problem,lcv,FKN00GL2606,Bellary Road 1,High,,,,,1,,,Kodigehalli,FKKG000277,,,,2023-11-10 10:27:04.724025+05:30,,Bengaluru North Corporation,North Zone 2,HebbalFlyoverJunc,9.0,4.0,4.0,Friday,11.0,45,0,morning_rush,1,0,36.0,82.5,-1.1417339833333335,0,none,0,0,2,0,Foggy,22.3,0,1,0,0.5,tdr4js,0.0,0,0.0,Hebbal_Flyover,0.948,junction,0,0,0,1,0,37,199.70000000000002,8.0,156.788501529052,226.64285714285714,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lcv,1.5,0,unknown,0.8446,Medium,MONITOR,Avoid 7-10am
FKID005779,unplanned,13.0414837,77.5167294,0.0,0.0,"Mumbai Bengaluru Highway, Netaji Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",,vehicle_breakdown,False,2023-11-10 09:06:34.159000+05:30,,closed,no,,Sm Circle on flyover LCV vehicle off-road towards city traffic one side movement,lcv,FKN00GL2837,Tumkur Road,High,,,,,1,,,Peenya,FKKG000392,,,,2023-11-10 09:59:16.977588+05:30,,Bengaluru West Corporation,West Zone 1,Chokasandra (Tumkur road),9.0,6.0,4.0,Friday,11.0,45,0,morning_rush,1,0,36.0,52.7,-1.32795215,0,none,0,0,2,0,Rainy,20.0,1,0,0,0.7,tdr45y,0.0,0,0.0,Hebbal_Flyover,8.684,junction,0,0,0,0,0,57,31.51923076923077,26.0,56.780361875637105,27.97,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lcv,1.5,0,unknown,0.6474,Medium,MONITOR,Avoid 7-10am
FKID005780,unplanned,13.0658815,77.5931957,0.0,0.0,"Bellary Road, Park View Layout, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",,accident,False,2023-11-10 11:04:31.666000+05:30,,closed,yes,,,,,Bellary Road 2,High,,,,,1,,,Kodigehalli,FKKG000663,,,,,,Bengaluru North Corporation,North Zone 1,Batrayanapura(Amrutahalli)Junction,11.0,4.0,4.0,Friday,11.0,45,0,mid_morning,0,0,44.0,,-0.37229423333333334,0,none,0,0,2,0,Rainy,18.0,1,0,0,0.7,tdr4md,0.0,0,0.0,Hebbal_Flyover,3.344,junction,0,0,0,0,0,17,100.96666666666665,3.0,117.49946365561044,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,1.0,0,unknown,,Critical,NO_ACTION,Moderate - proceed with care
FKID005781,unplanned,12.9317517,77.5797388,0.0,0.0,"3rd Main Road, Block 6, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",,vehicle_breakdown,False,2023-11-10 11:35:28.736000+05:30,,closed,yes,,[LOCATION] end towards 27th cross junction,truck,FKN00GL2838,Non-corridor,Low,Materials,Aer block,2.0,,1,,,Jayanagara,FKKG001545,,,,2023-11-10 13:34:43.967899+05:30,,Bengaluru South Corporation,South Zone 1,27th Cross Jayanagar(Ganapathi Temple),11.0,35.0,4.0,Friday,11.0,45,0,mid_morning,0,0,46.0,119.3,-5.439266933333333,0,none,0,0,2,0,Foggy,20.5,0,1,0,0.5,tdr1t6,0.0,0,0.0,Lalbagh_Garden,2.177,park,0,0,0,0,0,4,119.3,1.0,122.17209341117596,119.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truck,3.0,0,new,0.7754,Medium,MONITOR,Moderate - proceed with care
